x
ANK2	0
ATM	0.253708131702462
ATP2B4	0.182574185835055
C15orf52	0.182574185835055
CACNA1C	0
CASZ1	0
CCDC168	0.182574185835055
CFH	0
CHD7	0
CNTN6	0.182574185835055
COL11A1	0
COL22A1	0
COL5A3	0.253708131702462
DENND5B	0.182574185835055
DHX36	0
DMXL2	0
FAM186A	0
FAT1	0.182574185835055
GPR115	0
GPR98	0
HAO1	0.182574185835055
HCFC1	0.253708131702462
HIVEP3	0.182574185835055
ITGBL1	0
ITPKA	0
KALRN	0.182574185835055
KMT2C	0.182574185835055
LAMC3	0.182574185835055
LDOC1L	0
LHX8	0
MAGEC1	0
MED12	0.182574185835055
MUC17	0.253708131702462
MUC4	0.182574185835055
PCDH15	0
PCDHA5	0
PDS5A	0.182574185835055
PIK3CA	0
PRB4	0.305128576629365
PTPRD	0
RNF213	0
RP1	0
RYR2	0.182574185835055
SALL1	0
SAMD9L	0
SBF1	0.182574185835055
SCN1A	0.182574185835055
SCN5A	0
SI	0.182574185835055
SLC1A2	0
SNX19	0
SPOCD1	0
SPOP	0.253708131702462
SPTA1	0.182574185835055
TENM3	0.182574185835055
TET2	0
THNSL2	0.182574185835055
TMEM132B	0.253708131702462
TP53	0.182574185835055
TRHDE	0.253708131702462
TRPM4	0
TTN	0.305128576629365
USP9X	0.182574185835055
WDR90	0.182574185835055
ZC3H13	0.182574185835055
ZNF335	0
